file,obj_id,class,xmax,xmin,ymax,ymin
2008_003830,0,person,149,29,218,23
2010_001120,0,bird,342,146,137,7
2010_001120,1,person,159,1,500,205
2010_001120,2,person,251,142,415,203
2012_003184,0,person,326,115,301,100
2009_002820,0,bird,369,144,331,54
2011_000130,2,person,491,458,229,131
2011_000130,3,person,130,119,181,159
2011_000130,4,person,106,97,190,168
2011_000130,5,person,99,90,190,165
2011_000130,6,person,81,70,188,167
2011_000130,7,person,53,41,188,170
2011_000130,8,person,44,35,187,167
2010_006129,0,person,271,150,308,94
2011_006541,0,person,249,173,295,131
2011_006541,1,person,343,277,276,76
2010_003051,0,aeroplane,492,84,257,127
2011_004356,0,person,331,141,363,13
2011_003439,0,person,500,2,375,103
2008_001955,0,person,500,1,375,39
2008_000493,0,person,251,108,375,132
2008_000493,1,person,471,177,375,76
2008_000493,2,person,371,314,242,161
2008_000493,3,sofa,500,1,375,65
2011_004342,0,person,394,323,311,108
2011_004342,1,person,104,1,375,112
2011_004342,2,person,186,136,248,129
2012_003190,0,person,358,199,291,101
2010_001652,0,aeroplane,475,77,231,96
2011_006555,0,person,153,80,210,124
2009_005183,0,person,122,79,163,68
2009_005183,1,person,183,110,341,60
2009_005183,2,person,201,173,132,64
2009_005183,3,person,45,26,122,86
2009_005183,4,person,265,238,97,63
2009_005183,5,person,489,470,97,71
2010_006883,0,person,478,219,375,36
2009_003294,1,person,313,213,182,27
2012_004199,0,person,500,91,305,123
2011_000642,0,person,345,54,283,50
2011_000642,1,person,361,219,298,129
2011_000642,2,person,500,367,375,11
2008_006784,0,sofa,334,170,245,149
2010_005352,0,person,164,132,218,143
2010_005352,1,person,190,154,229,136
2010_005352,2,person,222,181,226,138
2010_005352,3,person,248,211,228,134
2010_005352,4,person,278,238,223,132
2010_005352,5,person,302,271,219,129
2010_005352,6,person,336,285,228,132
2010_005352,7,person,402,332,318,111
2010_005352,8,person,356,290,310,204
2010_005352,9,person,315,248,302,191
2010_005352,10,person,267,207,300,195
2010_005352,11,person,229,188,297,203
2010_005352,12,person,202,151,298,200
2010_005352,13,person,171,137,295,201
2010_005352,14,person,148,90,307,204
2010_005352,15,person,141,84,300,132
2010_005352,16,person,424,415,34,13
2010_005352,17,person,500,492,210,166
2010_003723,0,aeroplane,462,64,259,52
2011_002055,0,bird,437,66,460,94
2012_003806,0,person,500,217,375,1
2007_008051,0,bird,358,131,375,110
2010_002373,3,person,375,227,500,103
2010_002373,4,person,278,128,365,96
2007_003104,0,person,122,85,118,72
2008_004805,0,bird,317,239,315,158
2010_000564,1,person,481,102,374,12
2010_000564,2,person,153,1,375,195
2010_000564,3,person,500,400,375,1
2009_002808,0,aeroplane,333,2,457,16
2011_001206,0,person,472,268,317,67
2011_001206,1,person,306,147,329,55
2008_001969,0,person,332,313,327,223
2008_001969,1,person,317,274,323,212
2008_001969,2,person,273,227,324,215
2008_001969,3,person,224,187,324,212
2008_001969,4,person,176,139,328,227
2008_001969,5,person,98,69,332,215
2008_001969,6,person,63,17,334,213
2008_001969,7,person,155,70,377,170
2008_001969,8,person,19,1,335,217
2011_005060,0,person,294,122,333,54
2012_001963,0,person,210,41,487,35
2011_004418,0,person,392,81,375,118
2011_005706,0,person,274,86,375,101
2011_005706,1,person,454,234,375,48
2011_005706,2,person,500,334,307,100
2011_005706,3,person,275,225,140,63
2008_006960,2,person,388,356,298,229
2008_006960,3,person,423,399,298,229
2008_006960,4,person,388,137,332,99
2012_003812,0,person,70,39,465,395
2012_003812,1,person,113,77,500,429
2011_006390,0,person,373,324,247,144
2008_004030,0,aeroplane,216,135,151,96
2008_004030,1,aeroplane,266,187,232,178
2008_004030,2,aeroplane,370,297,249,196
2008_004030,3,aeroplane,195,113,291,234
2010_000389,1,person,443,1,333,31
2008_002441,1,person,328,1,375,1
2010_003680,0,aeroplane,365,150,281,34
2011_005699,0,person,372,61,377,49
2011_002690,0,person,462,204,375,97
2011_002690,1,person,214,3,375,71
2008_002327,1,person,321,309,52,24
2012_003033,0,person,314,20,500,50
2008_004756,4,person,344,280,320,86
2008_003039,0,person,315,86,500,80
2012_003027,0,person,500,56,375,135
2009_002983,0,person,226,146,375,196
2009_002983,1,person,136,48,366,186
2009_002983,4,person,160,100,240,123
2009_002983,5,person,174,153,89,60
2009_002983,7,person,121,100,94,62
2012_002339,0,person,256,205,209,134
2012_002339,1,person,326,242,259,117
2008_004742,0,bird,161,119,180,64
2009_001252,0,bird,123,56,259,237
2009_001252,1,bird,383,348,260,244
2012_001156,0,person,331,216,232,75
2011_006384,0,person,255,84,234,112
2008_004024,0,bird,476,130,316,47
2010_006934,0,person,375,1,500,1
2012_003741,0,person,169,97,267,104
2009_003323,0,person,225,158,372,184
2007_004092,0,person,236,117,237,102
2010_003864,0,sofa,199,25,279,131
2010_003864,2,sofa,500,372,334,234
2008_003763,0,bird,382,106,375,49
2009_004464,0,sofa,450,95,336,89
2012_004006,0,person,464,1,375,10
2012_002311,0,person,500,82,375,39
2008_008150,0,aeroplane,313,188,208,130
2008_008150,1,aeroplane,355,279,254,190
2012_000506,0,person,83,23,210,22
2009_000164,0,person,310,188,361,166
2009_000164,1,person,351,133,375,89
2008_007277,1,person,220,193,189,101
2012_000512,0,person,249,30,305,77
2012_000512,1,person,306,222,288,3
2010_004879,1,person,26,1,334,256
2008_006169,0,aeroplane,375,1,472,11
2012_002305,0,person,272,193,321,89
2012_002305,1,person,342,265,319,94
2009_002001,0,aeroplane,346,235,500,448
2009_002001,1,person,170,147,285,227
2009_002001,2,person,135,110,299,229
2009_002001,3,person,93,68,306,226
2008_004018,0,person,493,323,333,104
2010_006908,0,person,302,210,335,87
2012_004012,0,person,344,78,375,91
2008_001160,2,aeroplane,94,62,185,168
2011_005869,0,person,352,92,500,105
2008_007511,0,sofa,489,15,268,17
2008_008622,0,sofa,500,193,267,1
2009_001508,0,person,151,31,203,37
2009_001508,1,person,252,142,203,45
2009_001508,2,person,486,351,204,51
2009_001508,3,person,337,251,153,48
2010_003643,1,person,421,62,375,1
2009_000825,0,person,297,265,124,79
2009_000825,1,person,228,193,130,95
2009_000825,2,person,422,400,171,78
2009_000825,3,person,392,294,303,146
2009_000825,4,person,202,113,333,168
2011_002135,4,person,425,50,500,40
2011_002135,5,person,390,324,86,1
2011_002135,7,person,466,432,84,1
2012_001181,0,person,323,206,210,75
2008_002482,1,person,143,109,278,234
2008_002482,2,person,156,134,276,240
2011_006435,0,person,215,121,375,128
2011_000044,1,sofa,500,1,375,1
2009_002954,0,person,229,107,298,217
2009_002954,1,person,404,298,217,102
2009_002954,2,person,500,356,215,4
2011_003559,0,person,378,317,298,193
2011_003559,1,person,270,214,286,189
2011_003559,2,person,328,266,291,191
2008_001821,0,person,335,38,375,65
2008_004781,0,person,276,51,333,65
2009_002798,0,aeroplane,433,24,265,84
2009_002798,1,aeroplane,85,4,213,178
2010_001726,2,sofa,445,16,500,132
2012_003782,0,person,172,59,174,44
2011_007059,0,person,393,335,181,104
2008_003788,0,aeroplane,488,13,236,86
2009_000831,1,person,319,174,337,92
2009_000831,2,person,222,25,500,96
2012_001195,0,person,478,350,303,171
2012_001195,1,person,305,205,252,115
2012_001195,2,person,123,14,263,67
2008_000281,2,person,429,413,444,399
2010_004138,0,bird,476,447,185,156
2010_005226,3,person,436,380,273,128
2011_005896,0,person,314,224,274,88
2008_003978,1,person,351,145,377,86
2011_007071,0,person,212,139,409,173
2010_006707,0,person,441,271,426,20
2010_006707,1,person,115,1,400,18
2010_006707,2,person,215,67,454,26
2012_003972,0,person,330,279,408,301
2011_001400,0,person,177,1,375,52
2011_002109,0,sofa,375,1,500,1
2011_002109,1,person,373,1,500,103
2011_002109,2,person,214,62,240,107
2008_006800,2,person,348,338,109,73
2010_002561,1,person,500,347,375,18
2011_003571,0,person,349,40,500,38
2010_002207,0,aeroplane,491,1,226,33
2011_005100,0,person,259,90,470,90
2007_001667,0,person,286,267,137,116
2008_001809,0,sofa,142,1,375,279
2010_003119,0,bird,384,132,185,130
2010_006061,0,person,375,268,500,275
2010_006061,1,person,75,1,388,240
2010_006061,2,person,298,1,500,101
2012_001817,0,person,196,159,226,146
2012_001817,1,person,93,33,228,135
2012_001817,2,person,51,1,246,143
2011_003203,0,person,235,146,326,124
2009_005222,0,person,450,271,333,42
2008_004554,1,person,301,236,186,92
2011_000285,1,person,330,272,215,155
2008_000732,0,person,290,93,333,112
2008_000732,1,person,385,94,332,8
2008_000054,0,bird,318,284,184,100
2008_000054,1,bird,198,112,209,146
2007_007955,0,person,252,83,306,123
2008_006425,2,person,114,1,239,1
2011_004785,0,person,398,63,462,122
2012_004238,0,person,452,218,375,1
2008_002643,0,person,113,1,363,83
2012_002891,0,person,324,286,189,97
2012_002649,0,person,263,240,201,141
2011_006192,0,person,301,234,289,152
2012_002885,0,person,500,1,500,113
2011_004949,0,person,102,76,268,206
2012_001354,0,person,307,13,375,95
2010_003496,0,aeroplane,278,1,194,105
2010_003496,1,aeroplane,500,1,332,27
2012_001432,0,person,338,108,330,68
2008_000726,0,person,320,1,240,1
2008_000726,1,person,320,54,230,37
2011_003940,0,person,426,385,315,258
2011_003940,1,person,258,242,231,198
2011_003940,2,person,500,415,375,237
2009_002559,0,bird,306,246,184,140
2009_002559,1,bird,122,66,142,108
2012_003225,0,person,323,28,332,42
2011_006838,0,person,301,154,306,72
2008_002131,3,person,452,430,202,151
2008_002131,4,person,481,462,204,150
2008_002131,5,person,465,449,205,147
2008_002131,6,person,171,157,202,171
2008_002131,7,person,147,118,201,152
2008_002131,8,person,163,150,196,175
2010_000821,0,sofa,258,1,371,203
2012_000704,0,person,300,154,307,99
2008_007061,1,person,316,154,375,69
2009_002571,0,sofa,196,1,191,46
2008_004568,1,person,325,218,175,51
2009_004100,0,person,300,1,450,14
2008_002119,0,sofa,434,81,343,125
2011_001819,2,person,415,10,500,78
2011_001819,3,person,359,143,234,8
2009_003109,0,bird,397,35,310,33
2012_004204,0,person,428,399,237,166
2008_005110,1,person,157,101,267,144
2010_002978,1,person,445,416,299,215
2010_002978,2,person,408,392,304,217
2011_004961,0,person,247,197,237,137
2008_006419,0,bird,280,202,271,183
2008_001376,0,person,482,225,333,50
2008_001376,1,person,146,105,163,50
2008_001376,2,person,165,129,154,50
2008_001376,3,person,95,72,147,38
2008_001376,4,person,108,87,131,54
2008_001376,5,person,452,431,107,67
2008_001376,6,person,480,456,121,70
2008_001376,7,person,492,474,133,63
2012_001368,0,person,316,283,320,232
2012_001368,1,person,365,336,318,235
2012_001368,2,person,200,172,311,230
2012_001368,3,person,279,239,320,237
2012_001368,4,person,391,367,305,220
2007_009950,1,person,299,231,198,111
2012_004210,0,person,217,62,300,32
2012_002661,0,person,274,131,360,215
2012_002661,1,person,375,326,266,189
2009_002203,4,person,397,372,234,196
2008_003575,0,aeroplane,500,1,293,90
2008_003575,1,person,103,84,250,213
2008_003575,2,person,122,109,245,212
2008_003575,3,person,140,123,245,212
2008_003575,4,person,159,147,231,210
2008_003575,5,person,100,92,169,155
2008_003575,6,person,89,82,171,156
2011_006804,0,person,271,109,382,81
2008_001404,0,person,264,111,500,126
2008_008346,0,bird,312,15,492,57
2008_007075,2,person,24,1,168,1
2011_003997,0,person,266,198,309,31
2011_003997,1,person,194,137,288,48
2011_004020,0,person,276,28,500,1
2010_002039,5,person,38,1,375,32
2010_002039,6,person,271,236,184,90
2010_002039,7,person,307,273,182,118
2010_002039,8,person,339,302,238,111
2010_002039,9,person,366,330,216,103
2010_002039,10,person,436,359,198,93
2010_002039,11,person,500,450,265,124
2010_002039,12,person,500,476,308,145
2011_000246,0,bird,159,1,448,129
2009_003690,1,person,414,206,92,1
2011_006637,0,person,114,57,258,167
2011_001158,0,aeroplane,94,1,348,281
2011_001158,1,aeroplane,375,312,348,322
2011_001158,2,aeroplane,375,1,315,40
2011_001158,3,person,254,78,455,130
2011_001158,4,person,287,179,456,163
2009_003848,0,sofa,493,6,217,4
2009_003848,1,sofa,426,76,405,208
2010_000148,2,person,153,55,375,115
2010_000148,3,person,242,222,228,172
2010_000148,4,person,77,5,308,119
2011_006151,0,person,399,266,329,125
2011_000520,0,person,388,110,375,36
2012_003594,0,person,440,375,290,189
2012_003594,1,person,455,410,247,151
2011_004746,0,person,276,232,235,145
2011_004746,1,person,333,297,246,115
2011_004746,2,person,136,105,238,140
2011_004746,3,person,235,131,375,281
2011_004746,4,person,470,412,307,246
2011_004746,5,person,409,336,317,229
2011_004746,6,person,157,10,332,270
2011_004746,7,person,291,36,363,323
2011_004746,8,person,406,359,238,130
2008_001389,6,person,134,123,409,391
2008_001389,7,person,143,132,407,393
2008_001389,8,person,160,145,407,394
2008_001389,10,person,67,58,407,389
2008_000097,0,bird,181,101,274,203
2010_002987,0,person,252,66,361,84
2012_001383,0,person,500,143,375,16
2007_007996,0,person,237,189,222,99
2007_007996,1,person,199,118,267,187
2007_007996,2,person,195,92,333,244
2007_007996,3,person,357,198,333,220
2007_007996,4,person,500,397,270,61
2007_007996,7,sofa,351,189,240,113
2012_000089,0,person,229,121,291,85
2012_000089,1,person,375,246,328,91
2011_004752,0,person,279,1,355,40
2011_004752,1,person,500,358,304,47
2007_006444,1,person,500,411,229,3
2012_002846,0,person,456,285,375,88
2011_000534,2,person,486,83,375,89
2011_000534,3,person,371,116,375,74
2011_000534,4,person,470,296,375,102
2011_000252,1,person,191,108,323,96
2011_006623,0,person,276,239,229,124
2012_000937,0,person,225,146,323,164
2011_004034,0,person,398,221,375,90
2011_004034,1,person,411,336,225,115
2008_006394,0,aeroplane,419,50,232,124
2008_006394,1,aeroplane,498,435,205,189
2008_006394,2,aeroplane,495,430,193,181
2010_006263,0,person,283,90,440,27
2009_003874,0,person,386,1,500,30
2008_008391,1,person,361,202,293,29
2008_008391,4,person,369,257,86,1
2011_005302,0,person,240,33,411,169
2011_003773,0,person,443,257,374,59
2010_002763,2,person,323,257,324,27
2010_002763,3,person,248,178,331,82
2010_002763,4,person,230,43,316,136
2009_001905,0,aeroplane,344,241,180,148
2010_004312,0,aeroplane,497,2,274,121
2010_000174,1,person,214,55,322,111
2010_000174,2,person,384,136,328,13
2008_002864,3,person,494,238,375,68
2008_002864,4,person,164,1,375,55
2011_001602,1,person,342,317,141,100
2011_001616,2,person,500,406,335,117
2011_001616,3,person,410,322,255,100
2011_001616,4,person,345,242,272,116
2011_001616,5,person,218,107,257,102
2011_001616,6,person,107,5,306,103
2011_001616,7,person,160,53,358,183
2011_001616,8,person,296,153,333,170
2011_001616,9,person,419,290,329,182
2008_002870,0,person,500,99,375,55
2008_002870,2,person,86,1,375,43
2008_002870,3,person,410,216,281,46
2009_004869,1,person,99,45,126,60
2010_006511,0,person,271,203,358,176
2010_006511,1,person,430,384,282,150
2010_006511,2,person,104,25,375,163
2010_005018,1,person,500,40,375,1
2010_003469,0,person,289,133,257,10
2011_002479,2,person,80,1,239,1
2011_002479,3,person,218,90,82,1
2011_005316,0,person,254,70,375,53
2011_004008,0,person,346,179,500,62
2011_003767,0,person,224,146,293,128
2011_003767,1,person,300,218,375,118
2011_003767,2,person,400,266,375,110
2011_003767,3,person,157,95,322,104
2011_001170,0,person,343,66,500,8
2010_006507,0,person,500,323,330,44
2010_006507,1,person,358,238,280,14
2011_001600,4,sofa,51,1,374,193
2011_001600,5,sofa,498,350,371,224
2008_002866,1,person,216,200,353,300
2008_002866,2,person,199,183,356,302
2011_002309,0,person,207,78,388,151
2011_005466,0,person,297,241,181,93
2011_005466,1,person,328,307,177,124
2011_005466,2,person,350,334,150,100
2011_005466,3,person,103,77,179,103
2011_004778,0,person,223,86,177,39
2011_004778,1,person,424,313,248,27
2008_000917,0,person,238,51,381,30
2007_007016,0,person,244,166,348,82
2007_007016,1,person,333,246,198,82
2007_007016,2,person,430,360,290,61
2010_005768,0,person,408,398,178,130
2010_005768,1,person,390,341,229,108
2010_005768,2,person,397,368,300,181
2010_005768,3,person,461,429,303,167
2011_005300,0,person,60,34,243,167
2011_006609,0,person,222,2,454,126
2011_000278,1,person,145,136,229,221
2011_000278,2,person,132,124,232,221
2011_000278,3,person,29,1,375,153
2010_000604,2,person,28,1,153,1
2010_006275,0,person,390,195,375,66
2012_000909,0,person,136,47,264,94
2012_000909,1,person,284,213,260,101
2012_000909,2,person,387,337,228,99
2008_008387,0,bird,302,81,333,79
2011_005472,0,person,500,97,375,1
2012_002878,0,person,443,62,449,26
2007_005173,2,person,458,230,256,45
2007_005173,3,person,192,17,247,32
2007_005173,4,person,460,406,144,7
2007_005173,5,person,195,131,128,23
2007_005173,6,person,312,261,67,13
2007_005173,7,person,344,282,69,1
2007_005173,8,person,138,87,66,18
2007_005173,9,person,36,1,105,3
2007_005173,10,person,500,459,141,28
2007_005173,11,person,395,349,76,1
2007_005173,12,person,419,391,54,1
2007_005173,13,person,215,174,80,1
2007_005173,14,person,175,135,33,1
2007_005173,15,person,142,109,53,1
2007_005173,16,person,107,63,60,1
2010_000162,1,person,500,1,437,1
2012_001381,0,person,352,225,375,99
2012_001381,1,person,141,1,375,195
2011_002335,1,sofa,499,211,375,150
2011_002335,2,person,500,233,333,158
2011_002335,3,person,438,181,375,136
2011_002335,4,person,196,59,201,134
2010_002985,0,person,199,172,251,165
2010_002985,1,person,166,140,255,163
2008_000095,0,bird,287,251,270,161
2010_001254,2,person,315,280,252,107
2010_001254,3,person,309,228,277,55
2010_001254,4,person,245,204,247,101
2010_001254,5,person,196,138,267,69
2010_001254,6,person,135,71,263,71
2010_001254,7,person,63,27,276,50
2012_003596,0,person,324,133,375,143
2011_006153,0,person,308,71,398,86
2008_006382,1,person,303,205,249,155
2008_006382,2,person,381,247,289,129
2008_006382,3,person,351,280,255,124
2011_004022,0,person,352,16,500,33
2011_003995,0,person,205,124,168,38
2010_003325,2,person,477,214,317,41
2011_004036,0,person,326,31,500,44
2009_001091,1,person,74,1,375,128
2009_001091,2,person,126,63,350,146
2009_001091,3,person,185,120,344,126
2009_001091,4,person,221,171,283,122
2009_001091,5,person,251,189,369,143
2009_001091,6,person,280,188,306,120
2009_001091,7,person,355,217,344,123
2009_001091,8,person,378,305,352,117
2009_001091,9,person,440,370,363,112
2009_001091,10,person,500,420,375,113
2011_003981,0,person,279,225,188,119
2010_005998,0,aeroplane,498,109,299,198
2010_003331,1,sofa,500,1,375,16
2007_004537,6,person,270,202,263,33
2010_006249,0,person,207,1,423,43
2011_006147,0,person,354,20,375,32
2011_001628,0,person,282,87,500,86
2012_001395,0,person,337,275,138,38
2008_007936,0,bird,375,72,365,63
2008_007936,1,person,375,1,500,222
2010_005026,1,person,471,426,39,1
2010_005026,2,person,435,393,41,1
2010_005026,3,person,303,263,47,1
2012_000060,0,person,463,173,375,1
2011_004963,0,person,312,88,368,45
2012_003569,0,person,336,188,369,109
2009_004664,0,person,344,161,352,24
2012_004206,0,person,137,1,375,1
2009_004102,2,person,47,1,216,55
2009_004102,3,person,462,414,211,73
2009_004102,4,person,500,457,195,44
2009_004102,5,person,188,150,133,53
2009_004102,6,person,243,144,136,85
2011_006812,0,person,196,88,136,10
2012_002111,0,person,365,134,375,140
2008_003205,2,person,330,192,340,19
2008_008344,0,aeroplane,500,8,262,101
2010_005967,2,person,192,1,375,143
2010_005967,3,person,173,2,374,49
2010_005967,4,person,217,151,362,83
2010_005967,5,person,255,203,307,149
2010_005967,6,person,330,209,375,129
2010_005967,7,person,356,242,375,248
2010_005967,8,person,409,320,313,92
2010_005967,9,person,480,384,348,88
2010_005967,10,person,296,243,193,78
2010_005967,11,person,182,150,144,72
2012_000712,0,person,209,105,494,140
2012_000712,1,person,402,324,422,154
2012_000712,2,person,440,396,320,168
2008_006369,0,bird,259,150,262,178
2009_000370,0,bird,388,31,332,73
2011_006806,0,person,188,1,375,1
2012_002105,0,person,358,223,223,65
2008_003211,0,bird,351,47,421,63
2009_000416,0,sofa,500,1,492,1
2012_000074,0,person,89,27,490,281
2009_004880,1,person,387,369,264,221
2009_004880,2,person,401,389,259,218
2011_006190,0,person,416,3,369,56
2008_004230,0,person,395,214,335,54
2012_003555,0,person,500,184,359,137
2008_002641,0,person,173,8,333,75
2008_002641,1,person,453,340,333,175
2012_002893,0,person,462,420,333,250
2012_002893,1,person,393,354,346,257
2012_002893,2,person,330,292,332,253
2012_002893,3,person,224,182,320,244
2012_002893,4,person,142,79,375,242
2012_002893,5,person,117,65,375,252
2010_002946,0,person,435,395,333,213
2010_002946,1,person,499,461,333,242
2010_002946,2,person,496,458,328,220
2012_001424,0,person,269,217,327,209
2011_002490,1,person,326,84,375,101
2008_006341,1,person,450,155,370,121
2011_000287,0,person,499,271,368,70
2012_003233,0,person,314,140,220,1
2012_003233,1,person,232,175,235,194
2012_003233,2,person,198,161,253,232
2012_003227,0,person,265,109,419,49
2009_005234,0,bird,237,162,270,158
2008_005884,2,person,60,1,207,95
2008_005884,3,person,239,96,231,98
2008_005884,4,person,482,186,375,67
2011_003942,0,person,94,27,301,195
2011_002484,5,person,32,12,117,98
2008_006433,1,person,480,140,375,23
2008_006433,2,person,440,384,175,110
2012_001356,0,person,238,93,461,32
2009_001734,1,person,79,52,271,196
2011_006184,0,person,195,38,384,22
2009_003123,2,sofa,414,59,375,188
2008_004973,0,bird,320,20,282,80
2008_008191,0,aeroplane,295,36,146,51
2008_006802,0,bird,121,79,387,346
2008_006802,1,bird,180,136,391,357
2011_005664,0,person,212,53,291,91
2011_001402,3,sofa,500,187,375,172
2012_003970,0,person,290,79,500,41
2011_007073,0,person,146,104,268,89
2011_007073,1,person,108,42,242,72
2011_007073,2,person,46,1,313,72
2011_007073,3,person,216,132,333,67
2011_007073,4,person,386,207,333,103
2011_007073,5,person,466,427,201,93
2011_001416,0,person,500,114,242,10
2012_003964,0,person,189,123,444,295
2011_006379,0,person,500,424,267,134
2010_006711,0,person,204,1,500,106
2011_003201,1,sofa,495,278,243,145
2010_002577,0,aeroplane,499,7,231,63
2011_005670,0,person,207,4,330,54
2008_006816,1,person,500,67,478,63
2008_006816,2,person,481,181,478,172
2008_006816,3,person,500,439,310,230
2011_002679,0,person,456,1,333,14
2008_008185,0,bird,295,265,257,227
2008_008185,1,bird,251,230,273,238
2008_008185,2,person,268,235,242,157
2008_008185,3,person,288,253,239,139
2010_004660,2,person,410,346,209,151
2010_004660,3,person,377,309,209,118
2011_004208,0,person,375,3,500,86
2012_001815,0,person,185,111,269,109
2011_003567,0,person,500,245,333,37
2010_002211,1,person,358,172,500,144
2010_001718,0,aeroplane,412,335,248,144
2011_001370,3,person,500,439,334,163
2011_001370,4,person,437,379,239,119
2011_001370,5,person,362,328,308,133
2011_001370,6,person,340,286,236,117
2011_001370,7,person,321,231,350,159
2011_001370,8,person,237,159,235,107
2011_001370,9,person,233,128,375,170
2011_001370,10,person,160,80,260,110
2011_001370,11,person,61,1,212,95
2011_001370,12,person,29,1,296,136
2007_002378,0,person,384,184,305,10
2011_002651,0,person,412,163,319,1
2010_003127,0,aeroplane,227,13,208,133
2010_003127,1,aeroplane,403,299,205,167
2010_003127,2,aeroplane,495,398,201,165
2010_003127,3,aeroplane,445,395,198,164
2010_003127,4,aeroplane,321,242,203,169
2010_003127,5,aeroplane,253,225,194,171
2008_001837,0,person,479,360,305,44
2008_001837,2,person,165,1,333,163
2008_001837,3,person,423,217,326,148
2008_001837,4,person,262,113,326,15
2008_001837,5,person,96,63,229,109
2011_002889,0,bird,472,320,252,147
2011_004220,0,person,391,299,255,120
2011_004220,1,person,500,427,251,124
2009_003490,0,person,222,60,375,85
2011_006351,0,person,146,117,104,35
2010_006739,0,person,299,219,361,135
2011_000720,0,person,253,119,500,142
2011_000720,1,person,298,202,485,86
2011_003229,0,person,329,154,350,94
2011_005880,0,person,362,118,400,36
2008_001189,0,person,324,98,231,18
2011_004546,0,person,313,170,229,56
2008_000297,0,person,302,2,296,87
2008_000297,4,person,355,225,335,113
2011_005658,0,person,383,307,269,87
2011_002137,1,person,500,1,375,1
2012_001183,0,person,324,103,400,102
2012_001183,1,person,334,216,229,105
2012_000289,0,person,257,33,500,43
2010_005224,0,aeroplane,188,135,61,24
2010_005224,1,aeroplane,275,31,325,241
2008_000283,0,person,170,32,333,95
2008_000283,1,person,436,387,227,126
2010_003655,0,aeroplane,500,1,236,1
2009_000833,0,person,478,232,375,44
2009_000833,1,person,263,56,375,70
2012_003958,0,person,350,243,500,392
2008_002494,0,person,287,46,320,128
2008_002494,2,person,359,244,375,159
2012_003780,0,person,493,268,375,146
2012_003780,1,person,452,363,260,72
2010_001042,0,bird,333,102,254,103
2011_000734,0,bird,238,76,176,24
2011_000734,1,bird,269,63,500,128
2011_000052,1,person,475,459,267,236
2011_006423,0,person,317,199,385,75
2007_002344,0,person,275,61,376,50
2008_004783,0,bird,172,144,275,255
2008_004783,2,person,435,426,208,194
2010_005542,4,person,399,212,283,180
2010_005542,6,person,343,302,199,131
2010_005542,7,person,412,368,198,130
2010_005542,8,person,345,325,159,129
2011_004234,0,person,443,336,297,137
2011_004234,1,person,341,221,237,101
2011_004234,2,person,202,75,255,109
2008_007261,2,person,350,218,74,1
2008_007261,3,person,500,439,139,1
2008_008152,1,person,396,384,162,137
2012_002313,0,person,101,17,240,103
2009_004300,0,person,365,64,500,11
2009_004300,1,person,320,1,290,1
2009_004300,2,person,375,320,138,1
2009_003309,0,aeroplane,500,3,314,24
2008_005310,0,aeroplane,312,48,188,32
2008_003761,0,person,205,69,183,35
2008_003761,1,person,354,160,168,48
2008_003761,2,person,69,1,198,12
2011_000907,0,person,291,183,254,82
2008_000268,1,person,388,170,316,22
2008_000268,2,person,216,1,317,1
2008_007507,0,aeroplane,206,163,276,219
2012_000262,0,person,390,142,375,103
2008_006619,0,aeroplane,495,7,227,103
2012_000276,0,person,179,101,467,230
2012_004010,0,person,227,83,500,230
2008_003775,1,person,488,320,337,63
2008_003775,2,person,298,158,338,110
2008_003775,3,person,299,161,340,143
2009_002765,0,aeroplane,211,125,197,112
2008_003013,0,person,320,65,333,32
2012_003019,0,person,289,188,346,135
2012_000510,0,person,257,170,270,148
2012_000510,1,person,201,71,368,146
2008_008146,0,aeroplane,279,228,151,114
2012_003031,0,person,375,1,447,40
2009_003453,1,person,132,53,334,218
2008_002325,0,person,195,155,440,321
2012_000538,0,person,287,1,253,11
2007_000584,1,sofa,500,344,374,207
2008_006143,0,bird,263,213,225,156
2008_000532,0,bird,469,72,485,25
2008_000254,0,person,87,69,356,289
2008_000254,1,person,96,81,347,301
2008_000254,2,person,119,93,353,294
2008_000254,3,person,160,145,351,296
2008_000254,4,person,186,164,351,305
2008_000254,5,person,205,190,345,301
2008_000254,6,person,278,259,306,283
2008_008608,0,sofa,500,211,375,212
2008_008608,1,sofa,166,1,375,191
2012_001140,0,person,338,143,346,62
2011_005843,0,person,375,145,467,102
2008_006625,1,person,498,62,311,1
2012_004038,0,person,336,1,334,33
2008_003985,0,person,350,31,375,63
2008_003985,1,person,500,229,375,17
2012_002449,0,person,485,403,286,144
2012_002449,1,person,112,7,300,141
2010_006922,0,person,329,45,375,60
2008_002457,0,person,188,72,500,284
2008_002457,1,person,29,1,500,333
2008_005338,0,aeroplane,500,1,375,83
2008_005338,1,person,226,186,323,196
2010_006936,0,person,282,216,257,73
2011_006386,0,person,402,206,314,87
2011_006386,1,person,500,109,314,1
2008_003749,0,person,500,72,389,5
2012_001154,0,person,204,141,217,78
2008_006631,0,aeroplane,500,17,335,52
2008_006631,1,person,341,191,338,96
2011_005857,0,person,278,221,262,126
2008_001638,2,person,137,2,317,12
2008_001638,3,person,344,208,363,18
2008_001638,4,person,496,375,327,31
2008_001638,5,person,366,306,322,35
2008_001638,6,person,254,199,281,48
2011_003598,0,person,78,33,404,273
2011_003598,1,person,333,293,330,211
2011_003598,2,person,110,65,411,269
